pm25,temperature,humidity,create_at
0,29.110000610351562,47.970001220703125,1711553996813
0,29.09000015258789,47.93000030517578,1711553999831
0,29.100000381469727,47.95000076293945,1711554002857
0,29.09000015258789,47.959999084472656,1711554005884
0,29.110000610351562,47.970001220703125,1711554008912
0,29.110000610351562,47.970001220703125,1711554011936
0,29.110000610351562,47.970001220703125,1711554014956
0,29.110000610351562,47.91999816894531,1711554017981
0,29.1299991607666,47.959999084472656,1711554021002
0,29.110000610351562,47.97999954223633,1711554024025
0,29.110000610351562,47.95000076293945,1711554027045
0,29.100000381469727,47.95000076293945,1711554030066
0,29.100000381469727,47.970001220703125,1711554033085
0,29.110000610351562,47.95000076293945,1711554036107
0,29.100000381469727,47.970001220703125,1711554039122
0,29.110000610351562,47.97999954223633,1711554042142
0,29.110000610351562,47.970001220703125,1711554045164
0,29.1299991607666,47.959999084472656,1711554048181
0,29.1200008392334,47.959999084472656,1711554051199
0,29.110000610351562,47.970001220703125,1711554054216
0,29.110000610351562,47.959999084472656,1711554057231
0,29.1299991607666,47.95000076293945,1711554060248
0,29.1299991607666,47.95000076293945,1711554063266
0,29.1200008392334,47.959999084472656,1711554066283
0,29.110000610351562,47.970001220703125,1711554069307
0,29.100000381469727,47.9900016784668,1711554072322
0,29.110000610351562,47.97999954223633,1711554075341
0,29.110000610351562,47.959999084472656,1711554078358
0,29.1200008392334,47.970001220703125,1711554081380
0,29.1299991607666,47.970001220703125,1711554084390
0,29.100000381469727,47.93000030517578,1711554087408
0,29.110000610351562,47.91999816894531,1711554090425
0,29.1299991607666,47.959999084472656,1711554093441
0,29.1299991607666,47.97999954223633,1711554096458
0,29.1200008392334,47.97999954223633,1711554099477
0,29.110000610351562,47.9900016784668,1711554102493
0,29.1299991607666,47.970001220703125,1711554105518
0,29.100000381469727,47.959999084472656,1711554108528
0,29.100000381469727,47.959999084472656,1711554111544
0,29.100000381469727,47.970001220703125,1711554114560
0,29.110000610351562,47.97999954223633,1711554117577
0,29.1200008392334,47.970001220703125,1711554120594
0,29.1299991607666,47.970001220703125,1711554123610
0,29.110000610351562,47.970001220703125,1711554126628
0,29.110000610351562,47.95000076293945,1711554129643
0,29.100000381469727,47.939998626708984,1711554132662
0,29.1200008392334,47.9900016784668,1711554135678
0,29.100000381469727,47.970001220703125,1711554138694
0,29.110000610351562,47.95000076293945,1711554141710
0,29.1200008392334,47.97999954223633,1711554144727
0,29.110000610351562,47.970001220703125,1711554147743
0,29.110000610351562,47.939998626708984,1711554150759
0,29.110000610351562,47.959999084472656,1711554153777
0,29.100000381469727,47.939998626708984,1711554156792
0,29.100000381469727,47.939998626708984,1711554159820
0,29.110000610351562,47.970001220703125,1711554162834
0,29.100000381469727,48.0099983215332,1711554165854
0,29.110000610351562,47.970001220703125,1711554168870
0,29.100000381469727,47.970001220703125,1711554171886
0,29.1200008392334,47.970001220703125,1711554174906
